cols,importance,model_name,model_target
store_中原店,0.0,tree,y_weekday
store_入間店,0.0,tree,y_weekday
store_中店,0.0,tree,y_weekday
store_久喜店,0.0,tree,y_weekday
store_九段店,0.0,tree,y_weekday
store_亀有店,0.0,tree,y_weekday
store_代々木店,0.0,tree,y_weekday
store_伊勢原店,0.0,tree,y_weekday
store_伊勢崎店,0.0,tree,y_weekday
store_佐倉店,0.0,tree,y_weekday
store_保土ケ谷店,0.0,tree,y_weekday
store_大井店,0.0,tree,y_weekday
store_大和店,0.0,tree,y_weekday
store_大塚店,0.0,tree,y_weekday
store_所沢店,0.0,tree,y_weekday
store_座間店,0.0,tree,y_weekday
store_志木店,0.0,tree,y_weekday
store_恵比寿店,0.0,tree,y_weekday
store_愛甲店,0.0,tree,y_weekday
store_成城店,0.0,tree,y_weekday
store_成田店,0.0,tree,y_weekday
store_我孫子店,0.0,tree,y_weekday
store_戸塚店,0.0,tree,y_weekday
store_戸田店,0.0,tree,y_weekday
store_新座店,0.0,tree,y_weekday
store_大宮店,0.0,tree,y_weekday
store_日立店,0.0,tree,y_weekday
store_日野店,0.0,tree,y_weekday
store_旭店,0.0,tree,y_weekday
store_春日部店,0.0,tree,y_weekday
store_昭島店,0.0,tree,y_weekday
store_木更津店,0.0,tree,y_weekday
store_本庄店,0.0,tree,y_weekday
store_本郷店,0.0,tree,y_weekday
store_杉並店,0.0,tree,y_weekday
store_府中店,0.0,tree,y_weekday
store_幸店,0.0,tree,y_weekday
store_平塚店,0.0,tree,y_weekday
store_市川店,0.0,tree,y_weekday
store_大森店,0.0,tree,y_weekday
store_大泉店,0.0,tree,y_weekday
store_大田店,0.0,tree,y_weekday
store_太田店,0.0,tree,y_weekday
store_宇都宮店,0.0,tree,y_weekday
store_守谷店,0.0,tree,y_weekday
store_宮前店,0.0,tree,y_weekday
store_富岡店,0.0,tree,y_weekday
store_富津店,0.0,tree,y_weekday
store_富里店,0.0,tree,y_weekday
store_小山店,0.0,tree,y_weekday
store_小平店,0.0,tree,y_weekday
store_小田原店,0.0,tree,y_weekday
store_川口店,0.0,tree,y_weekday
store_川崎多摩店,0.0,tree,y_weekday
store_川崎店,0.0,tree,y_weekday
store_川越店,0.0,tree,y_weekday
store_巣鴨店,0.0,tree,y_weekday
store_市原店,0.0,tree,y_weekday
store_鶴見店,0.0,tree,y_weekday
order_weekend,0.1610111137811269,RandomFores,y_weekday
order_weekday,0.09369269183452907,RandomFores,y_weekday
order,0.04987504522925494,RandomFores,y_weekday
order_delivery,0.04741862516585089,RandomFores,y_weekday
order_fin,0.04539554914054766,RandomFores,y_weekday
order_takeout,0.04266000108548231,RandomFores,y_weekday
delta_avg,0.04009026393574398,RandomFores,y_weekday
order_cancel,0.039917889905538115,RandomFores,y_weekday
order_time_17,0.036185009956374796,RandomFores,y_weekday
order_time_13,0.03612540511819174,RandomFores,y_weekday
order_time_14,0.03582207992149241,RandomFores,y_weekday
order_time_20,0.035775738381700686,RandomFores,y_weekday
order_time_21,0.035060727218382576,RandomFores,y_weekday
order_time_16,0.035007818536051644,RandomFores,y_weekday
order_time_19,0.0349885443391372,RandomFores,y_weekday
order_time_12,0.03483730772998237,RandomFores,y_weekday
order_time_11,0.034270078298263056,RandomFores,y_weekday
order_time_18,0.034033803269731266,RandomFores,y_weekday
order_time_15,0.03397074244709832,RandomFores,y_weekday
store_東村山店,0.0012466010506907987,RandomFores,y_weekday
store_町田店,0.0010330527779613416,RandomFores,y_weekday
store_大宮店,0.0009065405587468879,RandomFores,y_weekday
store_浦安店,0.000843931960538065,RandomFores,y_weekday
store_さいたま緑店,0.0008282281880336539,RandomFores,y_weekday
store_木更津店,0.000815809868271197,RandomFores,y_weekday
store_前橋店,0.0007701633260227438,RandomFores,y_weekday
store_高島平店,0.0007439311867032275,RandomFores,y_weekday
store_川崎店,0.0007429319619605134,RandomFores,y_weekday
store_浦和店,0.0007354125513366974,RandomFores,y_weekday
store_杉並店,0.0007335846073476819,RandomFores,y_weekday
store_港北店,0.0007287034414505557,RandomFores,y_weekday
store_目黒店,0.000718079993097481,RandomFores,y_weekday
store_府中店,0.0007177067659392183,RandomFores,y_weekday
store_多摩店,0.0007137797794483199,RandomFores,y_weekday
store_稲城店,0.0007120742832996013,RandomFores,y_weekday
store_太田店,0.000706492090742286,RandomFores,y_weekday
store_幸店,0.0007033546339448578,RandomFores,y_weekday
store_熊谷店,0.0006990591448977851,RandomFores,y_weekday
store_羽生店,0.000693557810074663,RandomFores,y_weekday
store_座間店,0.0006881818415457544,RandomFores,y_weekday
store_秦野店,0.000676419814211253,RandomFores,y_weekday
store_坂戸店,0.0006762464769241056,RandomFores,y_weekday
store_大森店,0.000674727746243905,RandomFores,y_weekday
store_日野店,0.0006743581741738216,RandomFores,y_weekday
store_さいたま西店,0.0006725708688551862,RandomFores,y_weekday
store_東松山店,0.0006672820371464479,RandomFores,y_weekday
store_千葉緑店,0.000660111580675121,RandomFores,y_weekday
store_八千代店,0.000656659336763328,RandomFores,y_weekday
store_小田原店,0.0006553614441564667,RandomFores,y_weekday
store_代々木店,0.0006523814801440097,RandomFores,y_weekday
store_宇都宮店,0.0006510151366945053,RandomFores,y_weekday
store_旭店,0.000645039264606669,RandomFores,y_weekday
store_富岡店,0.0006440467403415395,RandomFores,y_weekday
store_小山店,0.0006409304731097039,RandomFores,y_weekday
store_東中野店,0.0006144277174032324,RandomFores,y_weekday
store_大和店,0.000612483169690345,RandomFores,y_weekday
store_君津店,0.0006122507621666981,RandomFores,y_weekday
store_流山店,0.0006116469453601838,RandomFores,y_weekday
store_立川店,0.0006114615163604556,RandomFores,y_weekday
store_日立店,0.0006058425334838481,RandomFores,y_weekday
store_荒川店,0.0006029193123698473,RandomFores,y_weekday
store_鎌倉店,0.0005978244208586836,RandomFores,y_weekday
store_蒲田店,0.0005935271090138622,RandomFores,y_weekday
store_和光店,0.0005926277700235638,RandomFores,y_weekday
store_入間店,0.0005820159058224526,RandomFores,y_weekday
store_中店,0.000577421732285422,RandomFores,y_weekday
store_厚木店,0.0005703213116491639,RandomFores,y_weekday
store_越谷店,0.0005683000964952878,RandomFores,y_weekday
store_中野店,0.0005664559884289214,RandomFores,y_weekday
store_葛飾店,0.000565185076798137,RandomFores,y_weekday
store_高田馬場店,0.000564258473229744,RandomFores,y_weekday
store_高座店,0.0005625114612423653,RandomFores,y_weekday
store_大塚店,0.0005548535003636559,RandomFores,y_weekday
store_港南店,0.0005546241094126501,RandomFores,y_weekday
store_高円寺店,0.0005501506642089185,RandomFores,y_weekday
store_成城店,0.000548890802258092,RandomFores,y_weekday
store_磯子店,0.0005463309780094332,RandomFores,y_weekday
store_金沢店,0.0005446515267532845,RandomFores,y_weekday
store_春日部店,0.0005443103563038565,RandomFores,y_weekday
store_市川店,0.0005426671697214821,RandomFores,y_weekday
store_伊勢崎店,0.000541882762936756,RandomFores,y_weekday
store_江東店,0.0005353606606345053,RandomFores,y_weekday
store_栃木店,0.0005315800840864527,RandomFores,y_weekday
store_駒込店,0.0005273967029996427,RandomFores,y_weekday
store_取手店,0.0005271377736394485,RandomFores,y_weekday
store_愛甲店,0.0005265754372985478,RandomFores,y_weekday
store_川越店,0.000520028972782471,RandomFores,y_weekday
store_瀬谷店,0.0005167188425869675,RandomFores,y_weekday
store_谷中店,0.0005164535761509781,RandomFores,y_weekday
store_九段店,0.0005153311891539083,RandomFores,y_weekday
store_鶴見店,0.0005144540423164054,RandomFores,y_weekday
store_平塚店,0.0005142943889668484,RandomFores,y_weekday
store_新宿店,0.0005111499147304415,RandomFores,y_weekday
store_青梅店,0.0005091788953735043,RandomFores,y_weekday
store_羽村店,0.0005077456598018053,RandomFores,y_weekday
store_保土ケ谷店,0.0005040784265947014,RandomFores,y_weekday
store_六本木店,0.0005035626452069823,RandomFores,y_weekday
store_鴻巣店,0.000503171157111976,RandomFores,y_weekday
store_福生店,0.000501133960061306,RandomFores,y_weekday
store_武蔵村山店,0.0005000061961558245,RandomFores,y_weekday
store_石神井店,0.000497865835700471,RandomFores,y_weekday
store_高津店,0.0004920397494369476,RandomFores,y_weekday
store_青葉店,0.0004907303320088298,RandomFores,y_weekday
store_南砂店,0.00048792984195703833,RandomFores,y_weekday
store_西東京店,0.00048735303047387434,RandomFores,y_weekday
store_日本橋店,0.000484284945271121,RandomFores,y_weekday
store_川口店,0.0004834210064605489,RandomFores,y_weekday
store_茅ヶ崎店,0.0004822947179799934,RandomFores,y_weekday
store_富里店,0.00047952105338132644,RandomFores,y_weekday
store_銀座店,0.0004791542084415073,RandomFores,y_weekday
store_昭島店,0.0004788644900389053,RandomFores,y_weekday
store_相模原店,0.0004766500072621867,RandomFores,y_weekday
store_王子店,0.0004698112405020155,RandomFores,y_weekday
store_渋谷店,0.000468600994158921,RandomFores,y_weekday
store_習志野店,0.0004679201186035586,RandomFores,y_weekday
store_伊勢原店,0.0004677785645169969,RandomFores,y_weekday
store_八王子店,0.00046716103040275313,RandomFores,y_weekday
store_亀有店,0.00046561774163223906,RandomFores,y_weekday
store_栄店,0.00046532584240683135,RandomFores,y_weekday
store_向島店,0.0004643238594538353,RandomFores,y_weekday
store_佐倉店,0.00045927167416493766,RandomFores,y_weekday
store_市原店,0.00045721154419954264,RandomFores,y_weekday
store_守谷店,0.00045499084180505227,RandomFores,y_weekday
store_川崎多摩店,0.0004518131212103698,RandomFores,y_weekday
store_横浜緑店,0.0004512428415520273,RandomFores,y_weekday
store_館林店,0.00045011524030712507,RandomFores,y_weekday
store_八潮店,0.0004437981625460795,RandomFores,y_weekday
store_我孫子店,0.00043916834962260813,RandomFores,y_weekday
store_東尾久店,0.0004371848839051251,RandomFores,y_weekday
store_荻窪店,0.00043613391012929724,RandomFores,y_weekday
store_西葛西店,0.0004341079737784101,RandomFores,y_weekday
store_千葉中央店,0.00043317171683587396,RandomFores,y_weekday
store_駒沢店,0.0004310750982934638,RandomFores,y_weekday
store_白井店,0.0004293934921947657,RandomFores,y_weekday
store_青山店,0.00042644729402160046,RandomFores,y_weekday
store_江戸川店,0.0004246982802704082,RandomFores,y_weekday
store_新座店,0.00042436892684231167,RandomFores,y_weekday
store_自由が丘店,0.0004239760473126996,RandomFores,y_weekday
store_大田店,0.00042350699014543074,RandomFores,y_weekday
store_あきる野店,0.0004230829096816665,RandomFores,y_weekday
store_小金井店,0.00042268947505947176,RandomFores,y_weekday
store_足立店,0.00042236003183273555,RandomFores,y_weekday
store_池袋店,0.0004203051547688175,RandomFores,y_weekday
store_国立店,0.0004156872831676351,RandomFores,y_weekday
store_横浜南店,0.0004150562119255398,RandomFores,y_weekday
store_久喜店,0.0004104387921622629,RandomFores,y_weekday
store_富津店,0.00041036552590356326,RandomFores,y_weekday
store_品川店,0.0004085904257143169,RandomFores,y_weekday
store_中原店,0.00040753434125106547,RandomFores,y_weekday
store_若葉店,0.0004063021679928409,RandomFores,y_weekday
store_武蔵野店,0.0004047773787231282,RandomFores,y_weekday
store_三鷹店,0.00040304588598701134,RandomFores,y_weekday
store_赤坂店,0.0003975636285153961,RandomFores,y_weekday
store_恵比寿店,0.0003967031501044733,RandomFores,y_weekday
store_大泉店,0.0003966201034460904,RandomFores,y_weekday
store_神田店,0.0003894764936890209,RandomFores,y_weekday
store_三浦店,0.0003829504887960137,RandomFores,y_weekday
store_東大和店,0.0003827892107265446,RandomFores,y_weekday
store_清瀬店,0.00038251635791058616,RandomFores,y_weekday
store_さいたま南店,0.0003788431895310779,RandomFores,y_weekday
store_調布店,0.00037638473218473906,RandomFores,y_weekday
store_桐生店,0.0003748181475387257,RandomFores,y_weekday
store_所沢店,0.0003714654765556187,RandomFores,y_weekday
store_行田店,0.00036847869241345913,RandomFores,y_weekday
store_浅草店,0.00036650851218423473,RandomFores,y_weekday
store_船橋店,0.0003643474616899692,RandomFores,y_weekday
store_横須賀店,0.0003639791337825469,RandomFores,y_weekday
store_上尾店,0.0003618476193525499,RandomFores,y_weekday
store_小平店,0.00036037703103808144,RandomFores,y_weekday
store_泉店,0.0003575785653880616,RandomFores,y_weekday
store_本郷店,0.00035670846976902496,RandomFores,y_weekday
store_上野店,0.00035556183430329817,RandomFores,y_weekday
store_南足柄店,0.0003540937983675855,RandomFores,y_weekday
store_つくば店,0.00035031532244641595,RandomFores,y_weekday
store_墨田店,0.0003491833918789969,RandomFores,y_weekday
store_大井店,0.0003476084374538382,RandomFores,y_weekday
store_国分寺店,0.00034600747520724997,RandomFores,y_weekday
store_草加店,0.00034463159183146705,RandomFores,y_weekday
store_大久保店,0.0003416906730393457,RandomFores,y_weekday
store_狭山店,0.0003376144109070878,RandomFores,y_weekday
store_松戸店,0.00033693665269498305,RandomFores,y_weekday
store_板橋店,0.0003322657105339684,RandomFores,y_weekday
store_佐野店,0.00033061741387068177,RandomFores,y_weekday
store_高崎店,0.00032921906696379893,RandomFores,y_weekday
store_戸塚店,0.00032834130801533986,RandomFores,y_weekday
store_水戸店,0.00032661685285989735,RandomFores,y_weekday
store_練馬店,0.00032432800426948806,RandomFores,y_weekday
store_足利店,0.0003217940142587726,RandomFores,y_weekday
store_狛江店,0.0003165606470968866,RandomFores,y_weekday
store_柏店,0.0003156500945223354,RandomFores,y_weekday
store_北千住店,0.0003127799929489734,RandomFores,y_weekday
store_赤羽店,0.00031215287168763565,RandomFores,y_weekday
store_都筑店,0.00030175837686489677,RandomFores,y_weekday
store_四街道店,0.00029881251616799276,RandomFores,y_weekday
store_成田店,0.0002987264090203882,RandomFores,y_weekday
store_世田谷店,0.00029583653431614727,RandomFores,y_weekday
store_海老名店,0.0002950009631495895,RandomFores,y_weekday
store_足柄上店,0.00029469526990700976,RandomFores,y_weekday
store_西多摩店,0.00029323656371775644,RandomFores,y_weekday
store_那珂店,0.0002925845037587183,RandomFores,y_weekday
store_巣鴨店,0.00029247172941462867,RandomFores,y_weekday
store_茂原店,0.0002853014021027558,RandomFores,y_weekday
store_本庄店,0.00027268827072946504,RandomFores,y_weekday
store_戸田店,0.00027250596179180487,RandomFores,y_weekday
store_五反田店,0.00026364960114337897,RandomFores,y_weekday
store_逗子店,0.000261632809710342,RandomFores,y_weekday
store_藤沢店,0.00025590269958913425,RandomFores,y_weekday
store_神奈川店,0.00022560322545713018,RandomFores,y_weekday
store_志木店,0.00021367300122197982,RandomFores,y_weekday
store_池尻店,0.00020462847518797365,RandomFores,y_weekday
store_宮前店,0.0001861370160889598,RandomFores,y_weekday
store_東久留米店,0.00017290154009163444,RandomFores,y_weekday
store_綾瀬店,0.0001278011285145376,RandomFores,y_weekday
order_weekday,0.47048208326647845,GradientBoosting,y_weekday
order_weekend,0.37602512144734557,GradientBoosting,y_weekday
order,0.02511608157686371,GradientBoosting,y_weekday
order_delivery,0.024772210189797705,GradientBoosting,y_weekday
order_cancel,0.01468623513054935,GradientBoosting,y_weekday
delta_avg,0.011019309039324226,GradientBoosting,y_weekday
order_takeout,0.010105194785243226,GradientBoosting,y_weekday
order_fin,0.008955077949163191,GradientBoosting,y_weekday
order_time_16,0.0078103462280056084,GradientBoosting,y_weekday
order_time_19,0.006993084845102324,GradientBoosting,y_weekday
order_time_21,0.006111958645673011,GradientBoosting,y_weekday
order_time_11,0.00482523376859648,GradientBoosting,y_weekday
order_time_13,0.004196104682368116,GradientBoosting,y_weekday
order_time_17,0.004111418445334997,GradientBoosting,y_weekday
order_time_12,0.003793654983613457,GradientBoosting,y_weekday
order_time_14,0.00322313385666734,GradientBoosting,y_weekday
order_time_20,0.002934870322170971,GradientBoosting,y_weekday
order_time_18,0.002826964659507671,GradientBoosting,y_weekday
order_time_15,0.0024828518807118406,GradientBoosting,y_weekday
store_石神井店,0.0010901679679928445,GradientBoosting,y_weekday
store_六本木店,0.0009401090107889132,GradientBoosting,y_weekday
store_宇都宮店,0.0008393420521251513,GradientBoosting,y_weekday
store_川崎店,0.0006643628177555942,GradientBoosting,y_weekday
store_佐倉店,0.0006377752258808899,GradientBoosting,y_weekday
store_日立店,0.0004923363889668099,GradientBoosting,y_weekday
store_駒込店,0.00047330137541901773,GradientBoosting,y_weekday
store_取手店,0.0004681307276254427,GradientBoosting,y_weekday
store_入間店,0.0004436547459825873,GradientBoosting,y_weekday
store_銀座店,0.0004198699325801885,GradientBoosting,y_weekday
store_江東店,0.0003880459086638481,GradientBoosting,y_weekday
store_自由が丘店,0.0003597042928175851,GradientBoosting,y_weekday
store_川越店,0.0003469995596251796,GradientBoosting,y_weekday
store_駒沢店,0.00032454431813173457,GradientBoosting,y_weekday
store_瀬谷店,0.0003021347795945387,GradientBoosting,y_weekday
store_桐生店,0.0002828461387841552,GradientBoosting,y_weekday
store_熊谷店,0.0002772938411173718,GradientBoosting,y_weekday
store_上尾店,0.0002703603304700791,GradientBoosting,y_weekday
store_荒川店,0.00021957376978184277,GradientBoosting,y_weekday
store_白井店,0.00015136359469167192,GradientBoosting,y_weekday
store_前橋店,0.00013714751868739895,GradientBoosting,y_weekday
store_逗子店,0.0,GradientBoosting,y_weekday
store_高崎店,0.0,GradientBoosting,y_weekday
store_浦和店,0.0,GradientBoosting,y_weekday
store_浦安店,0.0,GradientBoosting,y_weekday
store_海老名店,0.0,GradientBoosting,y_weekday
store_清瀬店,0.0,GradientBoosting,y_weekday
store_渋谷店,0.0,GradientBoosting,y_weekday
store_港北店,0.0,GradientBoosting,y_weekday
store_港南店,0.0,GradientBoosting,y_weekday
store_狛江店,0.0,GradientBoosting,y_weekday
store_高島平店,0.0,GradientBoosting,y_weekday
store_流山店,0.0,GradientBoosting,y_weekday
store_狭山店,0.0,GradientBoosting,y_weekday
store_高円寺店,0.0,GradientBoosting,y_weekday
store_館林店,0.0,GradientBoosting,y_weekday
store_王子店,0.0,GradientBoosting,y_weekday
store_町田店,0.0,GradientBoosting,y_weekday
store_目黒店,0.0,GradientBoosting,y_weekday
store_浅草店,0.0,GradientBoosting,y_weekday
store_泉店,0.0,GradientBoosting,y_weekday
store_青葉店,0.0,GradientBoosting,y_weekday
store_横須賀店,0.0,GradientBoosting,y_weekday
store_板橋店,0.0,GradientBoosting,y_weekday
store_柏店,0.0,GradientBoosting,y_weekday
store_栃木店,0.0,GradientBoosting,y_weekday
store_栄店,0.0,GradientBoosting,y_weekday
store_鴻巣店,0.0,GradientBoosting,y_weekday
store_横浜南店,0.0,GradientBoosting,y_weekday
store_横浜緑店,0.0,GradientBoosting,y_weekday
store_武蔵村山店,0.0,GradientBoosting,y_weekday
store_池袋店,0.0,GradientBoosting,y_weekday
store_武蔵野店,0.0,GradientBoosting,y_weekday
store_水戸店,0.0,GradientBoosting,y_weekday
store_高田馬場店,0.0,GradientBoosting,y_weekday
store_高津店,0.0,GradientBoosting,y_weekday
store_江戸川店,0.0,GradientBoosting,y_weekday
store_高座店,0.0,GradientBoosting,y_weekday
store_池尻店,0.0,GradientBoosting,y_weekday
store_相模原店,0.0,GradientBoosting,y_weekday
store_磯子店,0.0,GradientBoosting,y_weekday
store_那珂店,0.0,GradientBoosting,y_weekday
store_神奈川店,0.0,GradientBoosting,y_weekday
store_蒲田店,0.0,GradientBoosting,y_weekday
store_藤沢店,0.0,GradientBoosting,y_weekday
store_行田店,0.0,GradientBoosting,y_weekday
store_鎌倉店,0.0,GradientBoosting,y_weekday
store_西多摩店,0.0,GradientBoosting,y_weekday
store_西東京店,0.0,GradientBoosting,y_weekday
store_西葛西店,0.0,GradientBoosting,y_weekday
store_調布店,0.0,GradientBoosting,y_weekday
store_谷中店,0.0,GradientBoosting,y_weekday
store_赤坂店,0.0,GradientBoosting,y_weekday
store_金沢店,0.0,GradientBoosting,y_weekday
store_赤羽店,0.0,GradientBoosting,y_weekday
store_越谷店,0.0,GradientBoosting,y_weekday
store_足利店,0.0,GradientBoosting,y_weekday
store_都筑店,0.0,GradientBoosting,y_weekday
store_足柄上店,0.0,GradientBoosting,y_weekday
store_足立店,0.0,GradientBoosting,y_weekday
store_葛飾店,0.0,GradientBoosting,y_weekday
store_荻窪店,0.0,GradientBoosting,y_weekday
store_東松山店,0.0,GradientBoosting,y_weekday
store_練馬店,0.0,GradientBoosting,y_weekday
store_神田店,0.0,GradientBoosting,y_weekday
store_福生店,0.0,GradientBoosting,y_weekday
store_秦野店,0.0,GradientBoosting,y_weekday
store_青梅店,0.0,GradientBoosting,y_weekday
store_稲城店,0.0,GradientBoosting,y_weekday
store_立川店,0.0,GradientBoosting,y_weekday
store_綾瀬店,0.0,GradientBoosting,y_weekday
store_羽村店,0.0,GradientBoosting,y_weekday
store_草加店,0.0,GradientBoosting,y_weekday
store_羽生店,0.0,GradientBoosting,y_weekday
store_習志野店,0.0,GradientBoosting,y_weekday
store_青山店,0.0,GradientBoosting,y_weekday
store_船橋店,0.0,GradientBoosting,y_weekday
store_若葉店,0.0,GradientBoosting,y_weekday
store_茂原店,0.0,GradientBoosting,y_weekday
store_茅ヶ崎店,0.0,GradientBoosting,y_weekday
store_松戸店,0.0,GradientBoosting,y_weekday
store_日本橋店,0.0,GradientBoosting,y_weekday
store_東村山店,0.0,GradientBoosting,y_weekday
store_和光店,0.0,GradientBoosting,y_weekday
store_八王子店,0.0,GradientBoosting,y_weekday
store_北千住店,0.0,GradientBoosting,y_weekday
store_千葉中央店,0.0,GradientBoosting,y_weekday
store_千葉緑店,0.0,GradientBoosting,y_weekday
